,,Nombre,Bt.LISTA 1,Bt.LISTA 2,Rubro,Artículo
,,"VINAGRE DE SIDRA DE MANZANA X 50 CÁPSULAS ""NATIER""","18130,00","16960,00",SUPLEMENTOS,2052
,,"VINAGRE DE SIDRA DE MANZANA X 500 ML ""NATIER""","25380,00","23730,00",SUPLEMENTOS,2263
,,VINAGRE DE VINO X 1 L,"2060,00","1620,00",ACEITES Y VINAGRES,1639
,,VITAMINA B12 X 50 NATIER,"19480,00","18220,00",SUPLEMENTOS,2188
,,"VITAMINA C  X 50 CÁPSULAS ""NATIER""","22450,00","21010,00",SUPLEMENTOS,2053
,,"VITAMINA C X 60 COMPRIMIDOS ""EL NATURALISTA""","10400,00","8190,00",SUPLEMENTOS,2311
,,"VITAMINA D3 X 50 UNIDADES ""NATIER""","19490,00","18210,00",SUPLEMENTOS,2102
,,"VITAMINA E X 10 COMP. ""EL NATURALISTA""","3050,00","2600,00",SUPLEMENTOS,2083
,,"VITAMINA K2 + D3 X 50 cápsulas ""NATIER""","33040,00","30920,00",SUPLEMENTOS,2481
,,YERBA DEL PLATERO,"9350,00","7490,00",INFUSIONES Y HIERBAS,2033
,,YERBA MATE DESPALADA KALENA X KG,"13230,00","10590,00",INFUSIONES Y HIERBAS,2043
,,YOGHURT ANANA X 1 L,"6500,00","5210,00",PRODUCTOS DE FRIO,1879
,,YOGHURT C/FRUTAS X 160,"2120,00","1720,00",PRODUCTOS DE FRIO,2024
,,YOGHURT DURAZNO X 1 L,"6500,00","5210,00",PRODUCTOS DE FRIO,1812
,,YOGHURT FRUTILLA X 1 L,"6500,00","5220,00",PRODUCTOS DE FRIO,1811
,,YOGHURT NATURAL AZUCARADO X 1 L,"5850,00","4720,00",PRODUCTOS DE FRIO,1809
,,YOGHURT NATURAL SIN AZUCAR X 1 L,"5850,00","4720,00",PRODUCTOS DE FRIO,1810
,,ZAPALLO EN ALMIBAR X 360GR,"6440,00","5660,00",LINEA GOURMET,1656
,,ZAPALLO EN ALMIBAR X3.8KG,"44140,00","34770,00",LINEA GOURMET,1655
,,"ZINC ""EL NATURALISTA""","10020,00","8550,00",SUPLEMENTOS,2079
